CPU	 1	 0
CPU	 3	 0
CPU	 5	 0
CPU	 7	 0.016675
CPU	 9	 0
CPU	 11	 0
CPU	 13	 0
CPU	 15	 0.016675
CPU	 17	 0
CPU	 19	 0
CPU	 21	 0
CPU	 23	 0
CPU	 25	 0
CPU	 27	 0
CPU	 29	 0
CPU	 31	 0
CPU	 33	 0.016675
CPU	 35	 0
CPU	 37	 0
CPU	 39	 0
CPU	 41	 0
CPU	 43	 0
CPU	 45	 0
CPU	 47	 0
CPU	 49	 0
CPU	 51	 0.016675
CPU	 53	 0.016675
CPU	 55	 0
CPU	 57	 0
CPU	 59	 0.01665
CPU	 61	 0
CPU	 63	 0.01665
CPU	 65	 0
CPU	 67	 0.01665
CPU	 69	 0.016675
CPU	 71	 0
CPU	 73	 0.016675
CPU	 75	 0.016675
CPU	 77	 0.01665
CPU	 79	 0
CPU	 81	 0
CPU	 83	 0
CPU	 85	 0
CPU	 87	 0
CPU	 89	 0
CPU	 91	 0.016675
CPU	 93	 0.016675
CPU	 95	 0.01665
CPU	 97	 0
CPU	 99	 0.016675
CPU	 101	 0
CPU	 103	 0.016675
CPU	 105	 0.01665
CPU	 107	 0
CPU	 109	 0.016675
CPU	 111	 0.016675
CPU	 113	 0
CPU	 115	 0.016675
CPU	 117	 0.016675
CPU	 119	 0.016675
CPU	 121	 0
CPU	 123	 0.01665
CPU	 125	 0.01665
CPU	 127	 0.01665
CPU	 129	 0.01665
CPU	 131	 0.01665
CPU	 133	 0
CPU	 135	 0
CPU	 137	 0.016675
CPU	 139	 0.016675
CPU	 141	 0.016675
CPU	 143	 0
CPU	 145	 0.016675
CPU	 147	 0.016675
CPU	 149	 0.01665
CPU	 151	 0.01665
CPU	 153	 0.016675
CPU	 155	 0.016675
CPU	 157	 0.016675
CPU	 159	 0.01665
CPU	 161	 0.016675
CPU	 163	 0.016675
CPU	 165	 0.01665
CPU	 167	 0.016675
CPU	 169	 0.016675
CPU	 171	 0.033325
CPU	 173	 0.016675
CPU	 175	 0.01665
CPU	 177	 0.016675
CPU	 179	 0.016675
CPU	 181	 0.016675
CPU	 183	 0.016675
CPU	 185	 0.033325
CPU	 187	 0.016675
CPU	 189	 0.01665
CPU	 191	 0.016675
CPU	 193	 0.033325
CPU	 195	 0.016675
CPU	 197	 0.016675
CPU	 199	 0.033325
IO	 0	 197.7
IO	 2	 197.783
IO	 4	 197.867
IO	 6	 197.95
IO	 8	 198.017
IO	 10	 198.083
IO	 12	 198.167
IO	 14	 198.233
IO	 16	 198.3
IO	 18	 198.367
IO	 20	 198.45
IO	 22	 198.5
IO	 24	 198.567
IO	 26	 198.633
IO	 28	 198.683
IO	 30	 198.75
IO	 32	 198.8
IO	 34	 198.85
IO	 36	 198.917
IO	 38	 198.983
IO	 40	 199.017
IO	 42	 199.067
IO	 44	 199.117
IO	 46	 199.167
IO	 48	 199.2
IO	 50	 199.25
IO	 52	 199.283
IO	 54	 199.333
IO	 56	 199.367
IO	 58	 199.4
IO	 60	 199.433
IO	 62	 199.467
IO	 64	 199.5
IO	 66	 199.517
IO	 68	 199.55
IO	 70	 199.583
IO	 72	 199.6
IO	 74	 199.633
IO	 76	 199.65
IO	 78	 199.667
IO	 80	 199.683
IO	 82	 199.7
IO	 84	 199.7
IO	 86	 199.717
IO	 88	 199.733
IO	 90	 199.733
IO	 92	 199.75
IO	 94	 199.767
IO	 96	 199.75
IO	 98	 199.767
IO	 100	 199.767
IO	 102	 199.75
IO	 104	 199.767
IO	 106	 199.75
IO	 108	 199.75
IO	 110	 199.75
IO	 112	 199.75
IO	 114	 199.733
IO	 116	 199.717
IO	 118	 199.717
IO	 120	 199.7
IO	 122	 199.683
IO	 124	 199.667
IO	 126	 199.65
IO	 128	 199.617
IO	 130	 199.6
IO	 132	 199.583
IO	 134	 199.55
IO	 136	 199.533
IO	 138	 199.5
IO	 140	 199.467
IO	 142	 199.433
IO	 144	 199.417
IO	 146	 199.367
IO	 148	 199.333
IO	 150	 199.3
IO	 152	 199.267
IO	 154	 199.217
IO	 156	 199.167
IO	 158	 199.133
IO	 160	 199.083
IO	 162	 199.033
IO	 164	 198.983
IO	 166	 198.933
IO	 168	 198.867
IO	 170	 198.817
IO	 172	 198.75
IO	 174	 198.7
IO	 176	 198.633
IO	 178	 198.583
IO	 180	 198.517
IO	 182	 198.45
IO	 184	 198.383
IO	 186	 198.317
IO	 188	 198.25
IO	 190	 198.167
IO	 192	 198.1
IO	 194	 198.017
IO	 196	 197.95
IO	 198	 197.883
